mt,btu,bt,bet,p,ph,rt,asc,ad,e,pt,target
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,35,15.77,1.4,24,110,29.79
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,35,47.88,1.4,24,110,38.57
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,35,76.03,1.4,24,110,45.94
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,45,0.76,1.4,24,110,11.36
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,45,1.41,1.4,24,110,15.59
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,45,4.48,1.4,24,110,21.23
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,45,5.78,1.4,24,110,29.42
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,45,14.96,1.4,24,110,31.09
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,45,53.33,1.4,24,110,37.49
CLayeredDoubleHydroxide,Modified,Fe-Mn,170.51,0.29,2,45,74.62,1.4,24,110,49.15
CLayeredDoubleHydroxide,Modified,Fe-Mn,63.6,0.381,6,25,0.22,0.2,24,25,4.13
CLayeredDoubleHydroxide,Modified,Fe-Mn,63.6,0.381,6,25,0.65,0.2,24,25,7.43
CLayeredDoubleHydroxide,Modified,Fe-Mn,63.6,0.381,6,25,1.83,0.2,24,25,16.92
CLayeredDoubleHydroxide,Modified,Fe-Mn,63.6,0.381,6,25,3.72,0.2,24,25,24.04
CLayeredDoubleHydroxide,Modified,Fe-Mn,63.6,0.381,6,25,4.79,0.2,24,25,27.34
CLayeredDoubleHydroxide,Modified,Fe-Mn,63.6,0.381,6,25,8.23,0.2,24,25,34.66
13XMolecularSieves,Modified,Fe(III),,,9,25,5.29,20,24,25,1.57
13XMolecularSieves,Modified,Fe(III),,,9,25,6.55,20,24,25,1.89
13XMolecularSieves,Modified,Fe(III),,,9,25,7.86,20,24,25,2.28
13XMolecularSieves,Modified,Fe(III),,,9,25,9.74,20,24,25,2.77
13XMolecularSieves,Modified,Fe(III),,,9,25,11.96,20,24,25,3.28
13XMolecularSieves,Modified,Fe(III),,,9,25,13.22,20,24,25,3.58
13XMolecularSieves,Modified,Fe(III),,,9,25,16.86,20,24,25,4.16
13XMolecularSieves,Modified,Fe(III),,,9,25,20.5,20,24,25,4.95
13XMolecularSieves,Modified,Fe(III),,,9,25,28.68,20,24,25,5.77
13XMolecularSieves,Modified,Fe(III),,,9,25,37.57,20,24,25,6.28
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,21.23,,,25,0.03
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,28.43,,,25,0.54
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,37.02,,,25,1.24
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,45.83,,,25,2.02
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,55.61,,,25,2.69
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,65.81,,,25,3.28
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,76.01,,,25,4.01
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,84.59,,,25,4.55
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,92.21,,,25,4.94
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,101.99,,,25,5.55
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,112.6,,,25,6.1
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,120.21,,,25,6.43
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,131.98,,,25,6.97
hollowpoly(methylmethacrylate)microspheres,Modified,ironoxide,8.6,3.8,,,145.59,,,25,7.63
watertreatmentresidues,Modified,Fe,73.01,,3,25,0.22,5,,25,9.28
watertreatmentresidues,Modified,Fe,73.01,,3,25,4.52,5,,25,15.54
watertreatmentresidues,Modified,Fe,73.01,,3,25,19.09,5,,25,19.15
watertreatmentresidues,Modified,Fe,73.01,,3,25,39.4,5,,25,22.73
watertreatmentresidues,Modified,Fe,73.01,,3,25,55.71,5,,25,23.65
watertreatmentresidues,Modified,Fe,,,6.8,25,0.01,1,,60,0.9
watertreatmentresidues,Modified,Fe,,,6.8,25,0.02,1,,60,1.74
watertreatmentresidues,Modified,Fe,,,6.8,25,0.03,1,,60,2.84
watertreatmentresidues,Modified,Fe,,,6.8,25,0.04,1,,60,4.77
watertreatmentresidues,Modified,Fe,,,6.8,25,0.06,1,,60,7.89
watertreatmentresidues,Modified,Fe,,,6.8,25,0.08,1,,60,9.91
watertreatmentresidues,Modified,Fe,,,6.8,25,0.15,1,,60,14.77
watertreatmentresidues,Modified,Fe,,,6.8,25,0.25,1,,60,19.63
watertreatmentresidues,Modified,Fe,,,6.8,25,0.51,1,,60,29.55
watertreatmentresidues,Modified,Fe,,,6.8,25,0.88,1,,60,39.1
watertreatmentresidues,Modified,Fe,,,6.8,25,1.85,1,,60,48.09
